City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,dame-marie,18.5667,-74.4167,29.2,67,100,1.25,HT,1690661706
365,geraldton,-28.7667,114.6,15.23,94,100,1.54,AU,1690661707
366,yeysk,46.6989,38.2792,23.38,67,49,6.2,RU,1690661707
367,tokar,18.4254,37.729,34.93,33,10,2.45,SD,1690661707
368,altrip,49.4356,8.4947,22.97,77,0,2.57,DE,1690661707
369,chipinge,-20.1883,32.6236,15.42,48,3,2.22,ZW,1690661708
370,umba,66.6871,34.3429,12.3,81,100,5.17,RU,1690661708
371,labasa,-16.4167,179.3833,21.85,78,95,4.9,FJ,1690661709
372,tongliao,43.6125,122.2653,23.72,87,100,6.15,CN,1690661709
373,bang saphan,11.2126,99.5117,26.77,82,100,3.94,TH,1690661709
374,gryazovets,58.88,40.2525,13.12,98,100,3.54,RU,1690661710
375,ruston,32.5232,-92.6379,38.66,29,5,1.52,US,1690661576
376,pierre,44.3683,-100.351,29.6,39,0,6.17,US,1690661710
377,syktyvkar,61.6764,50.8099,21.62,83,0,2.0,RU,1690661711
378,khandyga,62.6667,135.6,13.06,62,78,1.17,RU,1690661711
379,maumere,-8.6199,122.2111,24.07,85,28,1.88,ID,1690661711
380,khvalynsk,52.4906,48.1058,22.46,59,41,3.54,RU,1690661711
381,concepcion,-36.827,-73.0498,13.89,94,100,3.09,CL,1690661712
382,imperia,43.9667,7.7833,21.08,90,10,1.91,IT,1690661712
383,spittal an der drau,46.8,13.5,20.48,97,94,2.0,AT,1690661712
384,sanandaj,35.3144,46.9923,30.01,18,40,3.09,IR,1690661712
385,acara,-1.9608,-48.1967,29.1,65,92,0.82,BR,1690661713
386,villa emilio carranza,19.9667,-96.6,29.14,72,100,5.43,MX,1690661713
387,as sulayyil,20.4607,45.5779,37.14,15,65,3.71,SA,1690661713
388,korla,41.7597,86.1469,25.99,33,100,2.85,CN,1690661713
389,tweed heads,-28.1817,153.547,11.02,100,75,2.57,AU,1690661714
390,indramayu,-6.3264,108.32,23.25,71,100,4.45,ID,1690661501
391,borkum,53.5809,6.6915,18.97,81,1,5.09,DE,1690661714
392,maych'ew,12.7875,39.5422,17.87,65,54,1.96,ET,1690661714
393,sol'-iletsk,51.1631,54.9918,26.23,40,95,3.06,RU,1690661715
394,tlaxco,19.6167,-98.1167,21.08,53,31,4.18,MX,1690661715
395,lejanias,3.5251,-74.0216,24.97,87,42,1.29,CO,1690661715
396,carnarvon,-24.8667,113.6333,15.28,74,0,6.64,AU,1690661715
397,antsiranana,-12.2787,49.2917,22.45,67,0,5.0,MG,1690661716
398,fang,19.9169,99.2145,23.56,100,100,0.57,TH,1690661716
399,riversdale,18.1659,-76.9642,33.97,54,93,2.8,JM,1690661716
400,portland,45.5234,-122.6762,26.54,51,20,4.12,US,1690661423
401,cachoeira,-12.6183,-38.9558,24.25,76,12,3.48,BR,1690661717
402,nizhniy odes,63.6445,54.856,17.78,82,45,2.47,RU,1690661717
403,alibag,18.6411,72.8792,27.04,87,58,6.52,IN,1690661717
404,amassoma,4.9692,6.1097,23.96,93,93,1.37,NG,1690661718
405,vila franca do campo,37.7167,-25.4333,24.23,76,0,1.52,PT,1690661718
406,ibate,-21.9547,-47.9967,20.49,58,25,4.72,BR,1690661434
407,carutapera,-1.195,-46.02,27.97,75,7,4.19,BR,1690661718
408,ke-macina,13.9623,-5.3572,29.85,58,45,4.83,ML,1690661719
409,utrik,11.2278,169.8474,28.31,79,100,9.54,MH,1690661719
410,touros,-5.1989,-35.4608,26.12,71,23,5.69,BR,1690661719
411,kaiapoi,-43.3783,172.6401,1.42,93,100,1.03,NZ,1690661719
412,impfondo,1.6381,18.0667,22.76,96,100,1.56,CG,1690661719
413,forster,-32.1667,152.5167,13.54,75,8,2.62,AU,1690661720
414,siemiatycze,52.4272,22.8623,18.27,68,98,3.37,PL,1690661720
415,griffith,41.5284,-87.4237,29.47,67,0,5.66,US,1690661720
416,mount pearl,47.5166,-52.7813,23.58,77,75,7.72,CA,1690661720
417,traverse city,44.7631,-85.6206,26.11,57,40,3.6,US,1690661523
418,malango,-2.9627,119.9001,17.26,93,62,1.05,ID,1690661721
419,gadzhiyevo,69.2551,33.3362,11.25,97,100,2.61,RU,1690661721
420,grand baie,-20.0182,57.5802,23.26,72,50,0.89,MU,1690661721
421,karlovy vary,50.2327,12.8712,18.19,88,0,1.03,CZ,1690661642
422,sangaria,29.8,74.45,31.25,61,66,1.15,IN,1690661522
423,mayahi,13.9553,7.6712,34.35,35,32,3.7,NE,1690661722
424,rio preto da eva,-2.6994,-59.6997,35.71,32,91,1.01,BR,1690661722
425,westport,41.1415,-73.3579,33.75,66,0,4.63,US,1690661450
426,kasongo-lunda,-6.4667,16.8167,25.76,39,0,0.79,CD,1690661723
427,remire-montjoly,4.9167,-52.2667,30.02,70,40,5.66,GF,1690661723
428,baloda bazar,21.6667,82.1667,27.22,84,100,3.55,IN,1690661723
429,hastings,50.8552,0.5729,17.91,36,90,8.83,GB,1690661723
430,dabakala,8.3667,-4.4333,23.37,94,33,1.65,CI,1690661724
431,kapuskasing,49.4169,-82.4331,22.05,40,75,5.14,CA,1690661724
432,tolanaro,-25.0319,46.9987,19.4,86,1,5.33,MG,1690661724
433,freetown,8.484,-13.2299,23.84,100,75,2.06,SL,1690661725
434,miresu mare,47.5,23.3333,19.1,87,100,1.78,RO,1690661725
435,ar ruways,24.1103,52.7306,32.73,60,29,3.3,AE,1690661725
436,salinopolis,-0.6136,-47.3561,28.0,76,62,5.24,BR,1690661725
437,villa huidobro,-34.8383,-64.5869,22.14,29,10,4.55,AR,1690661726
438,marksville,31.128,-92.0662,38.03,30,2,2.47,US,1690661726
439,lianzhou,24.7811,112.3825,24.91,99,100,1.46,CN,1690661727
440,pangody,65.85,74.4859,14.68,83,100,7.16,RU,1690661727
441,chui,-33.6971,-53.4616,10.54,71,100,2.47,UY,1690661604
442,saint-joseph,-21.3667,55.6167,19.21,77,24,5.03,RE,1690661728
443,medina de rioseco,41.8833,-5.0441,26.87,37,0,5.43,ES,1690661729
444,mokhsogollokh,61.4681,128.9203,12.04,71,16,1.96,RU,1690661729
445,yeed,4.55,43.0333,26.38,61,62,8.47,SO,1690661729
446,montepuez,-13.1256,38.9997,17.83,71,0,2.29,MZ,1690661730
447,namsos,64.4662,11.4957,13.95,77,100,1.03,NO,1690661730
448,zuni pueblo,35.0725,-108.8506,34.35,17,100,2.36,US,1690661730
449,meulaboh,4.1363,96.1285,24.83,88,92,0.69,ID,1690661730
450,kristiansund,63.1115,7.732,18.03,88,0,5.14,NO,1690661731
451,pemalang,-6.9,109.3667,22.56,77,91,3.52,ID,1690661731
452,sandakan,5.8402,118.1179,26.82,83,20,1.54,MY,1690661731
453,ust-tsilma,65.441,52.1498,18.77,92,100,2.52,RU,1690661731
454,weno,7.4515,151.8468,26.97,89,100,2.06,FM,1690661731
455,smithers,54.7804,-127.1743,26.22,33,5,0.93,CA,1690661732
456,toliara,-23.35,43.6667,18.05,73,0,2.21,MG,1690661732
457,sultanpur,26.2667,82.0667,30.6,65,99,2.36,IN,1690661732
458,ha'il,27.5219,41.6907,33.01,14,0,2.06,SA,1690661733
459,chemax,20.65,-87.9333,37.68,32,98,2.87,MX,1690661733
460,swakopmund,-22.6833,14.5333,12.77,82,0,2.68,NA,1690661733
461,tarime,-1.35,34.3667,20.14,70,80,0.96,TZ,1690661733
462,acapulco de juarez,16.8634,-99.8901,32.9,66,75,6.69,MX,1690661477
463,cole harbour,44.6724,-63.4751,28.29,68,71,4.63,CA,1690661734
464,jamai,22.2,78.5833,22.93,90,99,4.96,IN,1690661734
465,snyder,32.7179,-100.9176,36.84,19,0,4.12,US,1690661734
466,roma,43.2128,-75.4557,21.71,92,100,3.13,US,1690661735
467,gizo,-8.103,156.8419,26.47,82,83,3.51,SB,1690661735
468,la passe,45.5549,-0.8967,20.13,86,17,5.12,FR,1690661735
469,amahai,-3.3333,128.9167,28.33,90,98,2.31,ID,1690661736
470,macusani,-14.0833,-70.4333,3.04,83,100,2.33,PE,1690661736
471,calderitas,18.55,-88.25,31.06,70,75,5.14,MX,1690661736
472,talcahuano,-36.7167,-73.1167,13.82,94,100,3.09,CL,1690661736
473,tezu,27.9167,96.1667,24.88,90,88,1.39,IN,1690661736
474,harstad,68.799,16.5293,12.67,100,48,2.68,NO,1690661737
475,punta del este,-34.9667,-54.95,15.49,66,100,1.79,UY,1690661737
476,bismarck,46.8083,-100.7837,27.58,46,40,2.57,US,1690661737
477,henley beach,-34.9206,138.4944,11.01,80,0,4.63,AU,1690661738
478,shizunai-furukawacho,42.3339,142.3669,22.11,94,100,0.97,JP,1690661738
479,nouadhibou,20.931,-17.0347,22.99,73,26,6.17,MR,1690661738
480,yondo,7.0062,-73.9097,37.01,40,2,0.4,CO,1690661738
481,luganville,-15.5333,167.1667,22.15,73,100,4.63,VU,1690661739
482,kangaba,11.9333,-8.4167,26.91,67,100,1.9,ML,1690661739
483,vilyuchinsk,52.9306,158.4028,14.15,94,100,1.6,RU,1690661540
484,bella union,-30.2752,-57.6007,17.55,51,0,3.86,UY,1690661739
485,egilsstadir,65.2653,-14.3948,7.95,87,75,5.66,IS,1690661740
486,zhosaly,45.4878,64.0781,31.68,31,40,3.09,KZ,1690661740
487,cardona,14.45,121.2167,24.82,99,100,4.83,PH,1690661740
488,mersa matruh,31.3525,27.2453,27.11,78,40,5.66,EG,1690661740
489,mogadishu,2.0371,45.3438,24.8,86,88,6.42,SO,1690661741
490,sur,22.5667,59.5289,31.63,64,69,2.01,OM,1690661741
491,penzance,50.1186,-5.5371,16.54,83,87,10.1,GB,1690661741
492,sinabang,2.4803,96.3801,26.21,81,89,0.9,ID,1690661741
493,haiku-pauwela,20.9219,-156.3051,29.01,58,20,9.77,US,1690661741
494,curaca,-8.9903,-39.9094,32.48,27,0,2.76,BR,1690661742
495,san luis de la loma,17.2706,-100.8939,33.17,58,19,4.66,MX,1690661742
496,progreso,21.2833,-89.6667,36.73,71,95,7.85,MX,1690661742
497,guerrero negro,27.9769,-114.0611,27.97,45,9,5.47,MX,1690661742
498,arraial do cabo,-22.9661,-42.0278,20.92,68,100,4.12,BR,1690661743
499,prince george,53.9166,-122.753,25.7,49,0,1.34,CA,1690661524
500,beyla,8.6833,-8.6333,20.87,97,97,1.36,GN,1690661743
501,bishnupur,23.0833,87.3167,29.11,80,92,2.52,IN,1690661743
502,tchaourou,8.8865,2.5975,23.25,93,100,1.44,BJ,1690661743
503,san andres,12.5847,-81.7006,31.01,74,20,6.17,CO,1690661680
504,saurimo,-9.6608,20.3916,21.51,24,0,1.15,AO,1690661746
505,belyy yar,53.6039,91.3903,17.94,82,0,3.0,RU,1690661746
506,yung shue wan,22.2333,114.1167,29.82,89,100,5.2,HK,1690661746
507,barah,13.7,30.3667,30.67,50,66,7.58,SD,1690661746
508,tambuwal,12.4039,4.6469,29.72,55,36,2.87,NG,1690661746
509,papao,-17.75,-149.55,27.82,76,8,12.27,PF,1690661721
510,eastham,41.8301,-69.9739,29.01,81,0,6.17,US,1690661747
511,mohr,54.3528,9.7167,18.08,87,57,3.6,DE,1690661747
512,borba,-4.3878,-59.5939,37.69,23,47,1.74,BR,1690661748
513,northam,51.0333,-4.2167,16.33,85,100,8.64,GB,1690661748
514,monrovia,6.3005,-10.7969,25.87,82,100,5.58,LR,1690661748
515,malmberget,67.1753,20.6549,12.31,88,100,5.14,SE,1690661748
516,nyala,12.05,24.8833,27.33,62,40,7.31,SD,1690661749
517,queenstown,-31.8976,26.8753,6.53,71,73,10.29,ZA,1690661749
518,fuglafjordur,62.244,-6.814,13.26,98,100,6.62,FO,1690661749
519,corbelia,-24.7989,-53.3067,19.64,63,0,1.01,BR,1690661749
520,werther,52.0777,8.4179,18.56,81,0,2.71,DE,1690661749
521,cockburn town,21.4612,-71.1419,30.98,66,40,6.69,TC,1690661750
522,olinda,-8.0089,-34.8553,25.85,83,40,6.69,BR,1690661578
523,kavaratti,10.5669,72.642,28.12,76,42,7.23,IN,1690661750
524,inirida,3.8653,-67.9239,29.17,79,24,1.09,CO,1690661750
525,bafq,31.6128,55.4107,33.07,14,0,5.61,IR,1690661750
526,jinxiang,27.4327,120.6062,25.93,91,100,1.6,CN,1690661751
527,altamont,42.2068,-121.7372,29.66,29,0,2.06,US,1690661751
528,kone,-21.0595,164.8658,16.67,70,53,1.56,NC,1690661751
529,voi,-3.3945,38.563,20.56,75,10,4.17,KE,1690661755
530,manicore,-5.8092,-61.3003,34.97,34,0,3.09,BR,1690661756
531,flin flon,54.7682,-101.865,23.91,43,75,4.12,CA,1690661717
532,zambezi,-13.5432,23.1047,18.79,27,5,0.82,ZM,1690661756
533,san antonio de pale,-1.4014,5.6325,22.77,83,100,5.85,GQ,1690661756
534,kaliua,-5.0606,31.7936,22.39,43,31,2.04,TZ,1690661757
535,nicoya,10.1483,-85.452,30.64,71,100,0.52,CR,1690661757
536,shaffa,10.5067,12.3332,24.32,70,45,1.46,NG,1690661757
537,ad dana,36.2125,36.7698,25.96,74,0,5.87,SY,1690661758
538,plettenberg bay,-34.0527,23.3716,11.46,89,100,14.04,ZA,1690661758
539,chela,34.069,104.4619,12.5,93,0,1.49,CN,1690661758
540,kununurra,-15.7667,128.7333,18.99,82,66,0.0,AU,1690661758
541,san francisco de la paz,14.9,-86.2,28.84,96,100,0.65,HN,1690661556
542,walvis bay,-22.9575,14.5053,12.83,71,0,7.73,NA,1690661759
543,waingapu,-9.6567,120.2641,22.69,87,35,2.38,ID,1690661759
544,novyy urgal,51.0736,132.5642,16.33,98,100,1.05,RU,1690661759
545,virginia,37.5481,-77.4467,37.51,52,40,7.2,US,1690661612
546,vakfikebir,41.0458,39.2764,22.93,81,6,2.13,TR,1690661760
547,kilindoni,-7.9139,39.6668,24.39,74,0,5.48,TZ,1690661760
